2000, 256167, 1, 0, 0
4000, 238576, 1, 0, 0
6000, 222878, 1, 0, 0
8000, 223812, 1, 0, 0
10000, 222841, 1, 0, 0
12000, 228290, 1, 0, 0
14000, 226915, 1, 0, 0
16000, 220145, 1, 0, 0
18000, 248592, 1, 0, 0
20000, 219635, 1, 0, 0
22000, 232761, 1, 0, 0
24000, 243686, 1, 0, 0
26000, 216230, 1, 0, 0
28000, 256724, 1, 0, 0
30000, 230080, 1, 0, 0
32000, 232967, 1, 0, 0
34000, 232178, 1, 0, 0
36000, 227783, 1, 0, 0
38000, 241554, 1, 0, 0
40000, 232731, 1, 0, 0
42000, 215106, 1, 0, 0
44000, 246362, 1, 0, 0
46000, 226567, 1, 0, 0
48000, 200437, 1, 0, 0
50000, 214199, 1, 0, 0
52000, 258576, 1, 0, 0
54000, 226069, 1, 0, 0
56000, 210499, 1, 0, 0
58000, 201010, 1, 0, 0
60000, 257132, 1, 0, 0
62000, 217542, 1, 0, 0
64000, 204692, 1, 0, 0
66000, 233427, 1, 0, 0
68000, 216675, 1, 0, 0
70000, 217903, 1, 0, 0
72000, 230890, 1, 0, 0
74000, 225435, 1, 0, 0
76000, 218179, 1, 0, 0
78000, 211009, 1, 0, 0
80000, 241874, 1, 0, 0
82000, 221196, 1, 0, 0
84000, 198957, 1, 0, 0
86000, 252647, 1, 0, 0
88000, 218235, 1, 0, 0
90000, 200355, 1, 0, 0
92000, 229802, 1, 0, 0
94000, 206198, 1, 0, 0
96000, 218626, 1, 0, 0
98000, 243984, 1, 0, 0
100000, 217015, 1, 0, 0
102000, 210231, 1, 0, 0
104000, 231609, 1, 0, 0
106000, 233163, 1, 0, 0
108000, 202853, 1, 0, 0
110000, 236076, 1, 0, 0
112000, 229786, 1, 0, 0
114000, 222167, 1, 0, 0
116000, 218583, 1, 0, 0
118000, 219252, 1, 0, 0
120000, 227117, 1, 0, 0
122000, 218914, 1, 0, 0
124000, 199943, 1, 0, 0
126000, 204704, 1, 0, 0
128000, 250805, 1, 0, 0
130000, 218520, 1, 0, 0
132000, 230855, 1, 0, 0
134000, 215249, 1, 0, 0
136001, 204433, 1, 0, 0
138000, 235919, 1, 0, 0
140000, 212729, 1, 0, 0
142000, 200478, 1, 0, 0
144000, 239006, 1, 0, 0
146000, 218135, 1, 0, 0
148000, 218171, 1, 0, 0
150000, 208822, 1, 0, 0
152000, 233658, 1, 0, 0
154000, 216462, 1, 0, 0
156000, 221588, 1, 0, 0
158000, 205148, 1, 0, 0
160001, 237426, 1, 0, 0
162000, 219986, 1, 0, 0
164000, 201302, 1, 0, 0
166000, 243006, 1, 0, 0
168000, 214930, 1, 0, 0
170000, 199908, 1, 0, 0
172000, 244131, 1, 0, 0
174000, 215267, 1, 0, 0
176000, 202020, 1, 0, 0
178000, 228015, 1, 0, 0
180000, 212964, 1, 0, 0
182000, 204033, 1, 0, 0
184000, 223488, 1, 0, 0
186000, 237575, 1, 0, 0
188000, 218774, 1, 0, 0
190000, 219177, 1, 0, 0
192000, 207393, 1, 0, 0
194000, 227910, 1, 0, 0
196000, 215524, 1, 0, 0
198000, 197118, 1, 0, 0
200000, 236262, 1, 0, 0
202000, 208293, 1, 0, 0
204000, 210378, 1, 0, 0
206000, 238667, 1, 0, 0
208000, 218496, 1, 0, 0
210000, 220246, 1, 0, 0
212000, 201290, 1, 0, 0
214000, 236272, 1, 0, 0
216001, 220114, 1, 0, 0
218000, 218805, 1, 0, 0
220000, 202456, 1, 0, 0
222000, 239051, 1, 0, 0
224000, 211496, 1, 0, 0
226000, 213202, 1, 0, 0
228000, 236057, 1, 0, 0
230000, 220387, 1, 0, 0
