2000, 3561, 1, 0, 0
4000, 3853, 1, 0, 0
6000, 4146, 1, 0, 0
8000, 4123, 1, 0, 0
10000, 4142, 1, 0, 0
12000, 4038, 1, 0, 0
14000, 4058, 1, 0, 0
16000, 4197, 1, 0, 0
18000, 3678, 1, 0, 0
20000, 4206, 1, 0, 0
22000, 3954, 1, 0, 0
24000, 3764, 1, 0, 0
26000, 4275, 1, 0, 0
28000, 3554, 1, 0, 0
30000, 4010, 1, 0, 0
32000, 3959, 1, 0, 0
34000, 3963, 1, 0, 0
36000, 4047, 1, 0, 0
38000, 3798, 1, 0, 0
40000, 3954, 1, 0, 0
42000, 4305, 1, 0, 0
44000, 3720, 1, 0, 0
46000, 4082, 1, 0, 0
48000, 4645, 1, 0, 0
50000, 4332, 1, 0, 0
52000, 3540, 1, 0, 0
54000, 4088, 1, 0, 0
56000, 4412, 1, 0, 0
58000, 4634, 1, 0, 0
60000, 3554, 1, 0, 0
62000, 4259, 1, 0, 0
64000, 4548, 1, 0, 0
66000, 3949, 1, 0, 0
68000, 4279, 1, 0, 0
70000, 4253, 1, 0, 0
72000, 3994, 1, 0, 0
74000, 4099, 1, 0, 0
76000, 4242, 1, 0, 0
78000, 4399, 1, 0, 0
80009, 3818, 1, 0, 0
82000, 4164, 1, 0, 0
84000, 4682, 1, 0, 0
86000, 3627, 1, 0, 0
88000, 4245, 1, 0, 0
90000, 4649, 1, 0, 0
92000, 4016, 1, 0, 0
94000, 4513, 1, 0, 0
96000, 4233, 1, 0, 0
98000, 3763, 1, 0, 0
100000, 4269, 1, 0, 0
102000, 4418, 1, 0, 0
104000, 3981, 1, 0, 0
106000, 3952, 1, 0, 0
108000, 4590, 1, 0, 0
110000, 3901, 1, 0, 0
112000, 4014, 1, 0, 0
114000, 4164, 1, 0, 0
116000, 4237, 1, 0, 0
118000, 4222, 1, 0, 0
120000, 4067, 1, 0, 0
122000, 4231, 1, 0, 0
124000, 4658, 1, 0, 0
126000, 4543, 1, 0, 0
128000, 3650, 1, 0, 0
130000, 4238, 1, 0, 0
132000, 3996, 1, 0, 0
134000, 4305, 1, 0, 0
136000, 4552, 1, 0, 0
138000, 3907, 1, 0, 0
140000, 4364, 1, 0, 0
142000, 4653, 1, 0, 0
144000, 3851, 1, 0, 0
146000, 4251, 1, 0, 0
148000, 4248, 1, 0, 0
150000, 4449, 1, 0, 0
152000, 3946, 1, 0, 0
154000, 4285, 1, 0, 0
156000, 4179, 1, 0, 0
158000, 4536, 1, 0, 0
160000, 3874, 1, 0, 0
162000, 4207, 1, 0, 0
164000, 4632, 1, 0, 0
166000, 3788, 1, 0, 0
168000, 4321, 1, 0, 0
170000, 4670, 1, 0, 0
172000, 3768, 1, 0, 0
174000, 4317, 1, 0, 0
176000, 4617, 1, 0, 0
178000, 4044, 1, 0, 0
180000, 4356, 1, 0, 0
182000, 4561, 1, 0, 0
184000, 4136, 1, 0, 0
186000, 3871, 1, 0, 0
188000, 4230, 1, 0, 0
190000, 4220, 1, 0, 0
192000, 4482, 1, 0, 0
194000, 4050, 1, 0, 0
196000, 4300, 1, 0, 0
198000, 4733, 1, 0, 0
200000, 3900, 1, 0, 0
202000, 4462, 1, 0, 0
204000, 4419, 1, 0, 0
206000, 3857, 1, 0, 0
208000, 4239, 1, 0, 0
210000, 4204, 1, 0, 0
212000, 4631, 1, 0, 0
214000, 3897, 1, 0, 0
216000, 4206, 1, 0, 0
218000, 4230, 1, 0, 0
220000, 4597, 1, 0, 0
222000, 3848, 1, 0, 0
224000, 4388, 1, 0, 0
226000, 4353, 1, 0, 0
228000, 3899, 1, 0, 0
230000, 4200, 1, 0, 0
232000, 4275, 1, 0, 0
234000, 4369, 1, 0, 0
236000, 4118, 1, 0, 0
238000, 4256, 1, 0, 0
240000, 4503, 1, 0, 0
242000, 4283, 1, 0, 0
244000, 3969, 1, 0, 0
246000, 4739, 1, 0, 0
248000, 4090, 1, 0, 0
250000, 4132, 1, 0, 0
252000, 4286, 1, 0, 0
254000, 4288, 1, 0, 0
256000, 4511, 1, 0, 0
258000, 3981, 1, 0, 0
260000, 4313, 1, 0, 0
262000, 4698, 1, 0, 0
264000, 3953, 1, 0, 0
266000, 4251, 1, 0, 0
268000, 4272, 1, 0, 0
270000, 4210, 1, 0, 0
272000, 4426, 1, 0, 0
274000, 4002, 1, 0, 0
276000, 4407, 1, 0, 0
278000, 4585, 1, 0, 0
280000, 3884, 1, 0, 0
282000, 4602, 1, 0, 0
284000, 4654, 1, 0, 0
286000, 3876, 1, 0, 0
288000, 4139, 1, 0, 0
290000, 4303, 1, 0, 0
292000, 4639, 1, 0, 0
294000, 3917, 1, 0, 0
296000, 4268, 1, 0, 0
298000, 4308, 1, 0, 0
300000, 4657, 1, 0, 0
302000, 3895, 1, 0, 0
304000, 4439, 1, 0, 0
306000, 4619, 1, 0, 0
308000, 3865, 1, 0, 0
310000, 4204, 1, 0, 0
312000, 4741, 1, 0, 0
314000, 5131, 1, 0, 0
316000, 5365, 1, 0, 0
318000, 4749, 1, 0, 0
320000, 5167, 1, 0, 0
322000, 5018, 1, 0, 0
324000, 4334, 1, 0, 0
326000, 4519, 1, 0, 0
328000, 4488, 1, 0, 0
330000, 4718, 1, 0, 0
332000, 4770, 1, 0, 0
334000, 4104, 1, 0, 0
336000, 4525, 1, 0, 0
338000, 4651, 1, 0, 0
340030, 4951, 1, 0, 0
342000, 4150, 1, 0, 0
344000, 5198, 1, 0, 0
346308, 6364, 1, 0, 0
348000, 4465, 1, 0, 0
350000, 5308, 1, 0, 0
352000, 4921, 1, 0, 0
354000, 5311, 1, 0, 0
356000, 5344, 1, 0, 0
358000, 4685, 1, 0, 0
360000, 4975, 1, 0, 0
362000, 5124, 1, 0, 0
364000, 5183, 1, 0, 0
366000, 4947, 1, 0, 0
368000, 5339, 1, 0, 0
370000, 4862, 1, 0, 0
372000, 5088, 1, 0, 0
374000, 5095, 1, 0, 0
376000, 5330, 1, 0, 0
378000, 5320, 1, 0, 0
380000, 4543, 1, 0, 0
382000, 4961, 1, 0, 0
384000, 4059, 1, 0, 0
386000, 5203, 1, 0, 0
388000, 5039, 1, 0, 0
390000, 5210, 1, 0, 0
392000, 5193, 1, 0, 0
394000, 5268, 1, 0, 0
396000, 5076, 1, 0, 0
398000, 5068, 1, 0, 0
400000, 5184, 1, 0, 0
402000, 5414, 1, 0, 0
404000, 5428, 1, 0, 0
406000, 4832, 1, 0, 0
408000, 5140, 1, 0, 0
410000, 5121, 1, 0, 0
